g_t,g,g_err,r_t,r,r_err,i_t,i,i_err,z_t,z,z_err,sn,sn_type,redshift
-21.625083997891306,23.339139409674623,0.1683092628131084,-10.9494609770349,21.970039084218385,0.0594759501518923,-10.946793182863283,21.97802948856876,0.074914365865312,-10.942346859235297,22.10495376836097,0.0979950685659279,21568715,4,0.1245245337486267
-17.189431550739062,22.91621520824219,0.093541339637918,-6.563607354473397,21.87784815658281,0.0494345037790418,-6.561828825023496,21.775710738068348,0.0520231626688222,-6.560050295573596,21.97042575577406,0.0710194503974493,21568715,4,0.1245245337486267
-10.9512395064848,22.40163693169985,0.065337645356078,-0.3387542810901514,21.769874695511188,0.0478850015930772,-0.336975751640251,21.56504889861044,0.0457834820259168,-0.3325294280187351,21.78222188121993,0.0588994756752613,21568715,4,0.1245245337486267
-6.566275148651482,22.168561389562058,0.0911377539019458,5.875427615593692,21.71166006106091,0.0347509019623566,5.877206145043592,21.479657193054663,0.0360364522687128,5.881652468665108,21.63795510525284,0.0536042199857662,21568715,4,0.1245245337486267
-0.3414220752682371,22.169058192772383,0.1071373698629555,10.369771534579709,21.715048303301558,0.0345970825129411,10.371550064029607,21.48464684826222,0.0417483553652423,10.376885652372838,21.579938961365333,0.0576281266468587,21568715,4,0.1245245337486267
5.873649086143791,22.4734526141701,0.0658804420039139,15.653782529153276,21.77370107871935,0.0418766362999667,15.655561058603176,21.528498512420946,0.0525319133315964,15.660896646952878,21.56708151991878,0.0632388120696328,21568715,4,0.1245245337486267
10.367993005129806,22.682100765316623,0.0773143330803643,24.44683212766861,21.96078224622531,0.0448512855245345,24.448610657118515,21.638132730850955,0.0459504381426577,24.4512784512966,21.650191969120883,0.057932384345558,21568715,4,0.1245245337486267
15.652003999703377,22.913630682937857,0.1061381761220099,26.24314687170569,22.00423191370777,0.0447880449977643,26.24492540115559,21.668860080257165,0.0445845619603874,26.249371724777102,21.67966529163023,0.0573923884744874,21568715,4,0.1245245337486267
26.240479077527603,23.4928013088218,0.1474339252595456,31.593852720640815,22.129516503509567,0.0504697527218574,31.59563125009072,21.77634780148309,0.0559622362614349,31.60096683844042,21.7814587626281,0.0630548680664232,21568715,4,0.1245245337486267
31.59207419119092,23.694524129588885,0.1537019540346425,38.74443037250635,22.286532680874164,0.0525797720949516,38.74620890195625,21.930074673346933,0.0498523167351174,38.750655225577766,21.950616822777548,0.0657891580406894,21568715,4,0.1245245337486267
38.741762578334736,23.888794428683774,0.2215854444073189,43.12316987726825,22.38460802997741,0.0751398966172923,43.12494840671816,22.030493828368,0.0692860612946891,43.12761620089624,22.07869841897968,0.0921831173598204,21568715,4,0.1245245337486267
-7.189782405529408,23.270447447064583,0.2122226742633767,-9.008795757538866,23.202765007200213,0.2574821362156441,-14.238569254325544,24.1678288475578,0.5832333132907321,-29.16681103469831,23.85380503759144,0.3678881215626158,21840129,4,0.1352308094501495
-6.361756957155945,23.239340729006088,0.1854267523184686,-7.188020649255918,22.86649017812448,0.1516007503819157,-7.263776169003151,22.756890839389705,0.1352541617152698,-14.189240078680657,24.299313675722967,0.5013803288163355,21840129,4,0.1352308094501495
-1.0879395535448468,23.115323054146376,0.1301122556150497,-2.84441055785504,22.14146099474195,0.0821568176991433,-7.186258892982428,22.742568276852182,0.1337935039091844,-7.243515971861226,23.09594308874214,0.1472859495041463,21840129,4,0.1352308094501495
-1.07384550335693,23.115350472374665,0.1302425681448651,-1.086177797271357,21.98105135555876,0.0659706740306514,-1.972341202650748,22.05767877678793,0.0810860752282236,-7.181854502301909,23.08187633706297,0.1461837215717091,21840129,4,0.1352308094501495
2.4549523117248624,23.19980796345917,0.2022175438283113,0.6791019884062839,21.92605606085217,0.085086336927223,-1.0844160409978676,22.023182733210174,0.0741203288717942,-1.948557492968252,22.10125557982064,0.0743521743500984,21840129,4,0.1352308094501495
2.472569874453349,23.200567968238637,0.2026606296960004,2.4743316307268386,21.97766351806025,0.1202170120930529,1.5573374905645851,22.00634199740246,0.0989960458168212,-1.0817734065844289,22.054817494246045,0.070129745431035,21840129,4,0.1352308094501495
12.149897082763973,23.87178138273,0.3600427785373656,11.275185093152649,22.954223860308648,0.1528885758266162,2.476093387000328,22.04053752257389,0.1162805120038116,2.4787360214137677,22.160613202945324,0.1065007080860119,21840129,4,0.1352308094501495
18.292260329032384,24.302377492227198,0.4331533167971934,12.169276401765948,23.02902426187322,0.1518855861853234,11.296326168428116,22.932956995892606,0.1898371112495291,4.234326147584011,22.21013384151487,0.0975415053350831,21840129,4,0.1352308094501495
20.92432420108744,24.46332710265316,0.5124873157480618,17.399049898552626,23.188902711022973,0.2537855076145472,12.171919036179386,23.03666237405469,0.2103506018987695,12.173680792446469,22.658696327830544,0.2484467873069535,21840129,4,0.1352308094501495
-13.6962585117742,22.773910523857868,0.1075270448607938,-33.166193119545404,24.98450793836238,0.8388867874242306,-13.692983364020009,22.63001560940224,0.1288365969019827,-13.690527003207343,22.6502677355336,0.165472522861386,18617969,4,0.2213189452886581
-8.658262479915242,21.57893959707607,0.0685162375619507,-13.694620937897104,22.66039343215531,0.0954341755251967,-8.654987332161049,21.426300561606787,0.0597882747629357,-8.652530971342426,21.36885131894384,0.071224348362318,18617969,4,0.2213189452886581
-2.243885604633905,21.71039004564572,0.1477766625342637,-2.2422480307568087,20.850816193518945,0.0490418425276932,-2.2406104568797125,20.752438141408675,0.0420541085279122,-2.2381540960670465,20.73272886820112,0.0433147387669466,18617969,4,0.2213189452886581
3.547394410534436,22.00927756417887,0.1062181823009262,3.549031984411532,20.84495117536837,0.0329165950616869,3.5506695582886287,20.617498607894696,0.0276118833375697,3.553125919107252,20.527755444611945,0.0308524519114901,18617969,4,0.2213189452886581
